1 | Basic Accounting Concepts 11 | Fisher, a Certified Fraud Examiner was hired to look at certain assets of ABC Company, which may be fraudulently overvalued by management. Fisher determined that the building cost $11.5 million, has a tax value of $11,250,000, and a recent appraisal for $14 million What generally accepted accounting principle governs how this land should be carried on ABC Company's books? | The historical cost principle | The value-added principle | The first-in-first-out principle | The market-to-market principle | Income Statement | 7 | 1 | Income Statement Whereas | Income Statement Whereas the balance sheet shows a company’s | 2 | 1 | 0 | 
8882 | Legal Rights of Employees 44 | Which amendment to the U.S. Constitution provides that a person cannot be compelled to give information which might incriminate him? | Fifth Amendment | Sixth Amendment | Fourth Amendment | First Amendment | Employee’s Right to Counsel | 18 | 9 | In all criminal prosecuti | In all criminal prosecutions, the accused shall enjoy the ri | 0 | 1 | 0 | 
8883 | Legal Rights of Employees 44 | Which amendment to the U.S. Constitution provides that a person cannot be compelled to give information which might incriminate him? | Fifth Amendment | Sixth Amendment | Fourth Amendment | First Amendment | Witness Tampering (18 U.S.C. § 1512 et seq.) | 109 | 10 | Witness Tampering (18 U.S | Witness Tampering (18 U.S.C. § 1512 et seq.) The Victim and  | 2 | 2 | 0 | 
8884 | Legal Rights of Employees 44 | Which amendment to the U.S. Constitution provides that a person cannot be compelled to give information which might incriminate him? | Fifth Amendment | Sixth Amendment | Fourth Amendment | First Amendment | Witness Tampering (18 U.S.C. § 1512 et seq.) | 109 | 10 | Section 1512(b)(2)(a) mak | Section 1512(b)(2)(a) makes it a crime to (1) knowingly; (2) | 0 | 1 | 0 | 
8885 | Legal Rights of Employees 44 | Which amendment to the U.S. Constitution provides that a person cannot be compelled to give information which might incriminate him? | Fifth Amendment | Sixth Amendment | Fourth Amendment | First Amendment | Witness Tampering (18 U.S.C. § 1512 et seq.) | 109 | 10 | Section 1512(b)(2)(a) is | Section 1512(b)(2)(a) is the statute under which Arthur Ande | 0 | 1 | 0 | 
8886 | Legal Rights of Employees 44 | Which amendment to the U.S. Constitution provides that a person cannot be compelled to give information which might incriminate him? | Fifth Amendment | Sixth Amendment | Fourth Amendment | First Amendment | Witness Tampering (18 U.S.C. § 1512 et seq.) | 109 | 10 | Criminal sanctions have b | Criminal sanctions have been added to section 1512 for the c | 0 | 1 | 0 | 
8887 | Legal Rights of Employees 44 | Which amendment to the U.S. Constitution provides that a person cannot be compelled to give information which might incriminate him? | Fifth Amendment | Sixth Amendment | Fourth Amendment | First Amendment | Witness Tampering (18 U.S.C. § 1512 et seq.) | 109 | 10 | Section 1512(c) originall | Section 1512(c) originally criminalized those who knowingly  | 2 | 3 | 0 | 
8888 | Legal Rights of Employees 44 | Which amendment to the U.S. Constitution provides that a person cannot be compelled to give information which might incriminate him? | Fifth Amendment | Sixth Amendment | Fourth Amendment | First Amendment | Witness Tampering (18 U.S.C. § 1512 et seq.) | 109 | 10 | Section 1515 provides def | Section 1515 provides definitions for certain provisions und | 2 | 1 | 0 | 
8889 | Legal Rights of Employees 44 | Which amendment to the U.S. Constitution provides that a person cannot be compelled to give information which might incriminate him? | Fifth Amendment | Sixth Amendment | Fourth Amendment | First Amendment | Witness Tampering (18 U.S.C. § 1512 et seq.) | 109 | 10 | Unlike obstruction of jus | Unlike obstruction of justice (see below), the Victim and Wi | 0 | 2 | 0 | 
8890 | Legal Rights of Employees 44 | Which amendment to the U.S. Constitution provides that a person cannot be compelled to give information which might incriminate him? | Fifth Amendment | Sixth Amendment | Fourth Amendment | First Amendment | Witness Tampering (18 U.S.C. § 1512 et seq.) | 109 | 10 | The Victim and Witness Pr | The Victim and Witness Protection Act also makes it a misdem | 1 | 1 | 0 | 
8891 | Legal Rights of Employees 44 | Which amendment to the U.S. Constitution provides that a person cannot be compelled to give information which might incriminate him? | Fifth Amendment | Sixth Amendment | Fourth Amendment | First Amendment | GrammLeachBliley Act | 105 | 11 | Gramm-Leach-Bliley Act Th | Gramm-Leach-Bliley Act The Gramm-Leach-Bliley Act (GLB) was  | 2 | 2 | 0 | 
8892 | Legal Rights of Employees 44 | Which amendment to the U.S. Constitution provides that a person cannot be compelled to give information which might incriminate him? | Fifth Amendment | Sixth Amendment | Fourth Amendment | First Amendment | GrammLeachBliley Act | 105 | 11 | To implement the law, Con | To implement the law, Congress ordered regulators to define  | 1 | 1 | 0 | 
8893 | Legal Rights of Employees 44 | Which amendment to the U.S. Constitution provides that a person cannot be compelled to give information which might incriminate him? | Fifth Amendment | Sixth Amendment | Fourth Amendment | First Amendment | GrammLeachBliley Act | 105 | 11 | The problem for fraud exa | The problem for fraud examiners is that the privacy rules im | 2 | 2 | 0 | 
8894 | Legal Rights of Employees 44 | Which amendment to the U.S. Constitution provides that a person cannot be compelled to give information which might incriminate him? | Fifth Amendment | Sixth Amendment | Fourth Amendment | First Amendment | GrammLeachBliley Act | 105 | 11 | GLB also made it a crimin | GLB also made it a criminal offense to engage in pretexting, | 1 | 1 | 0 | 
8895 | Legal Rights of Employees 44 | Which amendment to the U.S. Constitution provides that a person cannot be compelled to give information which might incriminate him? | Fifth Amendment | Sixth Amendment | Fourth Amendment | First Amendment | GrammLeachBliley Act | 105 | 11 | Section 6821 of Title 15, | Section 6821 of Title 15, U.S. Code, (added by GLB) makes it | 4 | 2 | 0 | 
8896 | Legal Rights of Employees 44 | Which amendment to the U.S. Constitution provides that a person cannot be compelled to give information which might incriminate him? | Fifth Amendment | Sixth Amendment | Fourth Amendment | First Amendment | GrammLeachBliley Act | 105 | 11 | Violators can, under cert | Violators can, under certain circumstances, be fined and/or  | 0 | 1 | 0 | 
8897 | Legal Rights of Employees 44 | Which amendment to the U.S. Constitution provides that a person cannot be compelled to give information which might incriminate him? | Fifth Amendment | Sixth Amendment | Fourth Amendment | First Amendment | CONSENT SEARCHES | 48 | 12 | CONSENT SEARCHES Individu | CONSENT SEARCHES Individuals are always free to waive their  | 2 | 2 | 0 | 
8898 | Legal Rights of Employees 44 | Which amendment to the U.S. Constitution provides that a person cannot be compelled to give information which might incriminate him? | Fifth Amendment | Sixth Amendment | Fourth Amendment | First Amendment | CONSENT SEARCHES | 48 | 12 | Consent may be implied in | Consent may be implied in circumstances in which the individ | 0 | 1 | 0 | 
8899 | Legal Rights of Employees 44 | Which amendment to the U.S. Constitution provides that a person cannot be compelled to give information which might incriminate him? | Fifth Amendment | Sixth Amendment | Fourth Amendment | First Amendment | Intentional Infliction of Emotional Distress | 78 | 13 | Intentional Infliction of | Intentional Infliction of Emotional Distress Again, intentio | 0 | 1 | 0 | 
8900 | Legal Rights of Employees 44 | Which amendment to the U.S. Constitution provides that a person cannot be compelled to give information which might incriminate him? | Fifth Amendment | Sixth Amendment | Fourth Amendment | First Amendment | Intentional Infliction of Emotional Distress | 78 | 13 | This tort is significant | This tort is significant particularly to private employers w | 1 | 2 | 0 | 
8901 | Legal Rights of Employees 44 | Which amendment to the U.S. Constitution provides that a person cannot be compelled to give information which might incriminate him? | Fifth Amendment | Sixth Amendment | Fourth Amendment | First Amendment | The Warrant Requirement | 41 | 14 | The Warrant Requirement A | The Warrant Requirement All searches and seizures must be re | 1 | 1 | 0 | 
8902 | Legal Rights of Employees 44 | Which amendment to the U.S. Constitution provides that a person cannot be compelled to give information which might incriminate him? | Fifth Amendment | Sixth Amendment | Fourth Amendment | First Amendment | The Warrant Requirement | 41 | 14 | Moreover, in Katz v. Unit | Moreover, in Katz v. United States, 389 U.S. 347 (1967), the | 3 | 2 | 0 | 
8903 | Legal Rights of Employees 44 | Which amendment to the U.S. Constitution provides that a person cannot be compelled to give information which might incriminate him? | Fifth Amendment | Sixth Amendment | Fourth Amendment | First Amendment | The Warrant Requirement | 41 | 14 | In Johnson v. United Stat | In Johnson v. United States, 333 U.S. 10 (1948), the Supreme | 3 | 2 | 0 | 
8904 | Legal Rights of Employees 44 | Which amendment to the U.S. Constitution provides that a person cannot be compelled to give information which might incriminate him? | Fifth Amendment | Sixth Amendment | Fourth Amendment | First Amendment | The Warrant Requirement | 41 | 14 | Additionally, all warrant | Additionally, all warrants must satisfy the requirements und | 1 | 1 | 0 | 
8905 | Legal Rights of Employees 44 | Which amendment to the U.S. Constitution provides that a person cannot be compelled to give information which might incriminate him? | Fifth Amendment | Sixth Amendment | Fourth Amendment | First Amendment | The Warrant Requirement | 41 | 14 | The probable cause” requi | The probable cause” requirement of the Fourth Amendment is t | 2 | 2 | 0 | 
8906 | Legal Rights of Employees 44 | Which amendment to the U.S. Constitution provides that a person cannot be compelled to give information which might incriminate him? | Fifth Amendment | Sixth Amendment | Fourth Amendment | First Amendment | The Warrant Requirement | 41 | 14 | Furthermore, all warrants | Furthermore, all warrants must particularly describe the pla | 1 | 2 | 0 | 
8907 | Legal Rights of Employees 44 | Which amendment to the U.S. Constitution provides that a person cannot be compelled to give information which might incriminate him? | Fifth Amendment | Sixth Amendment | Fourth Amendment | First Amendment | The Warrant Requirement | 41 | 14 | But even if a warrant is | But even if a warrant is technically required, there are a n | 0 | 2 | 0 | 
8908 | Legal Rights of Employees 44 | Which amendment to the U.S. Constitution provides that a person cannot be compelled to give information which might incriminate him? | Fifth Amendment | Sixth Amendment | Fourth Amendment | First Amendment | CONSUMER REPORTS | 99 | 15 | CONSUMER REPORTS  For the | CONSUMER REPORTS  For the FCRA to apply, the information tha | 1 | 1 | 0 | 
8909 | Legal Rights of Employees 44 | Which amendment to the U.S. Constitution provides that a person cannot be compelled to give information which might incriminate him? | Fifth Amendment | Sixth Amendment | Fourth Amendment | First Amendment | CONSUMER REPORTS | 99 | 15 | The Federal Trade Commiss | The Federal Trade Commission (FTC), which is the federal age | 2 | 2 | 0 | 
8910 | Legal Rights of Employees 44 | Which amendment to the U.S. Constitution provides that a person cannot be compelled to give information which might incriminate him? | Fifth Amendment | Sixth Amendment | Fourth Amendment | First Amendment | CONSUMER REPORTS | 99 | 15 | But in general, when face | But in general, when faced with the question of whether a sp | 2 | 1 | 0 | 
8911 | Legal Rights of Employees 44 | Which amendment to the U.S. Constitution provides that a person cannot be compelled to give information which might incriminate him? | Fifth Amendment | Sixth Amendment | Fourth Amendment | First Amendment | Employee’s Right to Due Process | 20 | 16 | Employee’s Right to Due P | Employee’s Right to Due Process The Fourteenth Amendment gua | 1 | 1 | 0 | 
8912 | Legal Rights of Employees 44 | Which amendment to the U.S. Constitution provides that a person cannot be compelled to give information which might incriminate him? | Fifth Amendment | Sixth Amendment | Fourth Amendment | First Amendment | Employee’s Right to Due Process | 20 | 16 | All persons born or natur | All persons born or naturalized in the United States, and su | 1 | 2 | 0 | 
