rid|qid|dr|nwic|llcs|icp|opt1|opt2|opt3|opt4|pid|pass
8483|Law Related to Fraud 52|4|0|1|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|Third, the prohibition ex|Third, the prohibition extends only to corrupt payments to a
8484|Law Related to Fraud 52|4|0|1|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|Fourth, the person making|Fourth, the person making or authorizing the payment must ha
8485|Law Related to Fraud 52|4|0|1|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|Finally, the payment must|Finally, the payment must be related to a specific business 
8486|Law Related to Fraud 52|5|3|3|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|Introduction to the Mortg|Introduction to the Mortgage Industry After the U.S. housing
8487|Law Related to Fraud 52|5|1|2|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|To this end, the Federal|To this end, the Federal Housing Administration (FHA) was cr
8488|Law Related to Fraud 52|5|2|3|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|Similarly, the Veteran’s|Similarly, the Veteran’s Administration (VA) Home Loan Guara
8489|Law Related to Fraud 52|5|2|1|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|In 1937, the Federal Nati|In 1937, the Federal National Mortgage Association (Fannie M
8490|Law Related to Fraud 52|5|0|1|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|However, as recently as 1|However, as recently as 1968, there was no secondary market 
8491|Law Related to Fraud 52|5|0|1|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|In 1968, Fannie Mae’s cha|In 1968, Fannie Mae’s charter was amended to allow purchases
8492|Law Related to Fraud 52|5|0|1|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|Fannie Mae and Freddie Ma|Fannie Mae and Freddie Mac are shareholder-owned, publicly t
8493|Law Related to Fraud 52|5|1|1|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|In 1968, along with amend|In 1968, along with amending Fannie Mae’s charter, Congress 
8494|Law Related to Fraud 52|5|0|1|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|A final component of the|A final component of the secondary market comprises private 
8495|Law Related to Fraud 52|5|0|1|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|In 2007, however, an incr|In 2007, however, an increasing number of borrowers, particu
8496|Law Related to Fraud 52|6|1|1|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|The Bank Secrecy Act The|The Bank Secrecy Act The Bank Secrecy Act (BSA), which went 
8497|Law Related to Fraud 52|6|4|2|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|Law  The Law Related to F|Law  The Law Related to Fraud (Part 2) 2011 Fraud Examiners 
8498|Law Related to Fraud 52|6|4|2|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|Title II of the BSA (orig|Title II of the BSA (originally entitled Currency and Foreig
8499|Law Related to Fraud 52|7|3|2|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|DISGORGEMENT OF BONUSES O|DISGORGEMENT OF BONUSES One of the most unique aspects of th
8500|Law Related to Fraud 52|7|2|2|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|While the Act requires th|While the Act requires the CEO and CFO to disgorge their bon
8501|Law Related to Fraud 52|8|4|2|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|Civil Liability for Repor|Civil Liability for Reports of Securities Fraud (18 U.S.C. §
8502|Law Related to Fraud 52|8|2|3|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|The whistleblower protect|The whistleblower protections apply even if the company is u
8503|Law Related to Fraud 52|8|1|1|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|To assert a section 806 r|To assert a section 806 retaliation claim, an employee must 
8504|Law Related to Fraud 52|8|0|2|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|Whether a complainant’s 8|Whether a complainant’s 806 claim is heard through the admin
8505|Law Related to Fraud 52|8|1|1|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|If a public company is fo|If a public company is found to have violated section 1514A,
8506|Law Related to Fraud 52|9|2|2|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|Interstate Transportation|Interstate Transportation of Stolen Property (18 U.S.C. § 23
8507|Law Related to Fraud 52|9|3|2|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|Also, prosecutors have at|Also, prosecutors have attempted to charge defendants in vio
8508|Law Related to Fraud 52|9|0|1|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|Even though prosecutors m|Even though prosecutors may use the ITSP to prosecute theft 
8509|Law Related to Fraud 52|9|0|1|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|Finally, when patent infr|Finally, when patent infringement is the only theory for an 
8510|Law Related to Fraud 52|10|1|2|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|CONDUCTED THE AFFAIRS THR|CONDUCTED THE AFFAIRS THROUGH A PATTERN OF RACKETEERING ACTI
8511|Law Related to Fraud 52|10|1|2|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|Pattern means at least tw|Pattern means at least two acts of racketeering activity, th
8512|Law Related to Fraud 52|11|4|3|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|ATTEMPT AND CONSPIRACY (1|ATTEMPT AND CONSPIRACY (18 U.S.C. § 1349) The Act amends the
8513|Law Related to Fraud 52|11|1|2|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|Any person who attempts o|Any person who attempts or conspires to commit any offense u
8514|Law Related to Fraud 52|12|2|1|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|ELEMENTS OF ANTI-KICKBACK|ELEMENTS OF ANTI-KICKBACK ACT VIOLATIONS Under the Act, it i
8515|Law Related to Fraud 52|13|3|2|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|CONFLICT OF INTEREST (18|CONFLICT OF INTEREST (18 U.S.C. § 208) This statute prohibit
8516|Law Related to Fraud 52|13|4|3|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|Anti-Kickback Act of 1986|Anti-Kickback Act of 1986 (41 U.S.C. §§ 51–58) The Anti-Kick
8517|Law Related to Fraud 52|14|3|2|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|18 U.S.C. § 1014. Loan an|18 U.S.C. § 1014. Loan and Credit Applications Generally; Re
8518|Law Related to Fraud 52|14|1|1|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|On May 20, 2009, Presiden|On May 20, 2009, President Obama signed into law the Fraud E
8519|Law Related to Fraud 52|14|0|1|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|The text of section 1014|The text of section 1014 provides:
8520|Law Related to Fraud 52|14|4|3|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|Whoever knowingly makes a|Whoever knowingly makes any false statement or report, or wi
8521|Law Related to Fraud 52|15|3|3|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|COMMERCIAL BRIBERY In con|COMMERCIAL BRIBERY In contrast, commercial bribery refers to
8522|Law Related to Fraud 52|15|1|3|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|There is no federal statu|There is no federal statute prohibiting commercial bribery, 
8523|Law Related to Fraud 52|15|0|1|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|The without the knowledge|The without the knowledge or consent of the principal” eleme
8524|Law Related to Fraud 52|15|1|2|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|Most state commercial bri|Most state commercial bribery statutes are misdemeanors puni
8525|Law Related to Fraud 52|15|3|2|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|Businesses injured by com|Businesses injured by commercial bribery schemes may sue for
8526|Law Related to Fraud 52|16|4|2|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|Title 18, U.S.C. §§ 1956–|Title 18, U.S.C. §§ 1956–57 Money Laundering Statutes In add
8527|Law Related to Fraud 52|17|0|2|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|RESTRICTIONS ON INSIDER T|RESTRICTIONS ON INSIDER TRADING Sarbanes-Oxley section 403 e
8528|Law Related to Fraud 52|17|2|3|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|Under Sarbanes-Oxley sect|Under Sarbanes-Oxley section 306, directors and officers are
8529|Law Related to Fraud 52|18|0|2|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|Concealment of Material F|Concealment of Material Facts An action for fraud may be bas
8530|Law Related to Fraud 52|18|1|2|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|The duty to disclose usua|The duty to disclose usually depends on the relationship bet
8531|Law Related to Fraud 52|18|1|1|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|Proof that the concealed|Proof that the concealed fact was material probably is the m
8532|Law Related to Fraud 52|19|2|3|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|SECURITIES FRAUD  Section|SECURITIES FRAUD  Section 807 creates an additional securiti
8533|Law Related to Fraud 52|19|2|2|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|The Fraud Enforcement and|The Fraud Enforcement and Recovery Act of 2009 (FERA), signe
8534|Law Related to Fraud 52|20|4|2|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|CIVIL LIABILITY WHISTLEBL|CIVIL LIABILITY WHISTLEBLOWER PROTECTION Sarbanes-Oxley sect
8535|Law Related to Fraud 52|20|2|3|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|The whistleblower protect|The whistleblower protections apply even if the company is u
8536|Law Related to Fraud 52|20|1|1|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|If a public company is fo|If a public company is found to have violated Sarbanes-Oxley
8537|Legal Rights of Employees 19|1|11|17|1|Sixth Amendment|Fifth Amendment|First Amendment|Fourth Amendment|Employee’s Constitutional|Employee’s Constitutional Rights The United States Constitut
8538|Legal Rights of Employees 19|1|1|1|0|Sixth Amendment|Fifth Amendment|First Amendment|Fourth Amendment|The general rule is that|The general rule is that the United States Constitution only
8539|Legal Rights of Employees 19|2|3|3|0|Sixth Amendment|Fifth Amendment|First Amendment|Fourth Amendment|Employee’s Right to Couns|Employee’s Right to Counsel The Sixth Amendment affords subj
8540|Legal Rights of Employees 19|2|2|3|0|Sixth Amendment|Fifth Amendment|First Amendment|Fourth Amendment|In all criminal prosecuti|In all criminal prosecutions, the accused shall enjoy the ri
8541|Legal Rights of Employees 19|3|6|2|0|Sixth Amendment|Fifth Amendment|First Amendment|Fourth Amendment|Civil Liability for Damag|Civil Liability for Damages (42 U.S.C. § 1983) Section 1983 
8542|Legal Rights of Employees 19|3|2|1|0|Sixth Amendment|Fifth Amendment|First Amendment|Fourth Amendment|The defendant, however, c|The defendant, however, can raise certain defenses to a sect
8543|Legal Rights of Employees 19|3|1|2|0|Sixth Amendment|Fifth Amendment|First Amendment|Fourth Amendment|In addition, valid consen|In addition, valid consent is a well-recognized exception to
8544|Legal Rights of Employees 19|4|5|5|0|Sixth Amendment|Fifth Amendment|First Amendment|Fourth Amendment|Employee’s Right Against|Employee’s Right Against Self-Incrimination The Fifth Amendm
8545|Legal Rights of Employees 19|4|1|1|0|Sixth Amendment|Fifth Amendment|First Amendment|Fourth Amendment|No person shall be held t|No person shall be held to answer for a capital, or otherwis
8546|Legal Rights of Employees 19|4|2|2|0|Sixth Amendment|Fifth Amendment|First Amendment|Fourth Amendment|The Fifth Amendment’s rig|The Fifth Amendment’s right against self-incrimination conta
8547|Legal Rights of Employees 19|5|2|3|0|Sixth Amendment|Fifth Amendment|First Amendment|Fourth Amendment|Employee’s Right to Due P|Employee’s Right to Due Process The Fourteenth Amendment gua
8548|Legal Rights of Employees 19|5|1|2|0|Sixth Amendment|Fifth Amendment|First Amendment|Fourth Amendment|All persons born or natur|All persons born or naturalized in the United States, and su
8549|Legal Rights of Employees 19|5|3|3|0|Sixth Amendment|Fifth Amendment|First Amendment|Fourth Amendment|In the context of a fraud|In the context of a fraud investigation, the constitutional 
8550|Legal Rights of Employees 19|5|0|1|0|Sixth Amendment|Fifth Amendment|First Amendment|Fourth Amendment|Even in the absence of co|Even in the absence of constitutional due process protection
8551|Legal Rights of Employees 19|6|5|3|0|Sixth Amendment|Fifth Amendment|First Amendment|Fourth Amendment|UNION EMPLOYEES  Since 19|UNION EMPLOYEES  Since 1975 and the U.S. Supreme Court decis
8552|Legal Rights of Employees 19|7|4|3|0|Sixth Amendment|Fifth Amendment|First Amendment|Fourth Amendment|Miranda Warnings Designed|Miranda Warnings Designed to protect an individual’s Fifth A
8553|Legal Rights of Employees 19|7|0|1|0|Sixth Amendment|Fifth Amendment|First Amendment|Fourth Amendment|In subsequent civil proce|In subsequent civil proceedings, an adverse inference might 
8554|Legal Rights of Employees 19|8|2|2|0|Sixth Amendment|Fifth Amendment|First Amendment|Fourth Amendment|Negligent Discharge At le|Negligent Discharge At least one state has recognized the ri
8555|Legal Rights of Employees 19|9|2|3|0|Sixth Amendment|Fifth Amendment|First Amendment|Fourth Amendment|The Warrant Requirement A|The Warrant Requirement All searches and seizures must be re
8556|Legal Rights of Employees 19|9|3|2|0|Sixth Amendment|Fifth Amendment|First Amendment|Fourth Amendment|Moreover, in Katz v. Unit|Moreover, in Katz v. United States, 389 U.S. 347 (1967), the
8557|Legal Rights of Employees 19|9|3|2|0|Sixth Amendment|Fifth Amendment|First Amendment|Fourth Amendment|In Johnson v. United Stat|In Johnson v. United States, 333 U.S. 10 (1948), the Supreme
8558|Legal Rights of Employees 19|9|1|1|0|Sixth Amendment|Fifth Amendment|First Amendment|Fourth Amendment|Additionally, all warrant|Additionally, all warrants must satisfy the requirements und
8559|Legal Rights of Employees 19|9|3|2|0|Sixth Amendment|Fifth Amendment|First Amendment|Fourth Amendment|The probable cause” requi|The probable cause” requirement of the Fourth Amendment is t
8560|Legal Rights of Employees 19|9|1|2|0|Sixth Amendment|Fifth Amendment|First Amendment|Fourth Amendment|Furthermore, all warrants|Furthermore, all warrants must particularly describe the pla
8561|Legal Rights of Employees 19|9|0|2|0|Sixth Amendment|Fifth Amendment|First Amendment|Fourth Amendment|But even if a warrant is|But even if a warrant is technically required, there are a n
8562|Legal Rights of Employees 19|10|3|3|0|Sixth Amendment|Fifth Amendment|First Amendment|Fourth Amendment|Public Employers As state|Public Employers As stated above, constitutional protections
